,id,sub_targeting_type,name,children_ids,level,supported_special_industries,hashtag_type
0,22110112,GENERAL_INTEREST,Underwear,[],3,[],
1,19100,GENERAL_INTEREST,Petfood,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
2,24101,GENERAL_INTEREST,Office Equipment & Supplies,[],2,[],
3,25999007,GENERAL_INTEREST,RPG,"['25999007001', '25999007002', '25999007003', '25999007004', '25999007005', '25999007006', '25999007007', '25999007008', '25999007009', '25999007010', '25999007011', '25999007012', '25999007013']",3,[],
4,30100,GENERAL_INTEREST,Big Box Retailers,[],2,[],
5,18109,GENERAL_INTEREST,Leather Care,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
6,16100115,GENERAL_INTEREST,Pedicure Tools,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
7,25999008,GENERAL_INTEREST,Shooting,"['25999008001', '25999008002', '25999008003', '25999008004', '25999008005']",3,[],
8,23118106,GENERAL_INTEREST,Children's Books,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
9,16105101,GENERAL_INTEREST,Speakers & Audio,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
10,23123,GENERAL_INTEREST,Sports & Fitness,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
11,12105,GENERAL_INTEREST,Baby Shoes,[],2,[],
12,25999005,GENERAL_INTEREST,Puzzle,"['25999005001', '25999005002', '25999005003', '25999005004', '25999005005', '25999005006', '25999005007', '25999005008', '25999005009', '25999005010', '25999005011', '25999005012', '25999005013', '25999005014', '25999005015', '25999005016', '25999005017', '25999005018']",3,[],
13,19103,GENERAL_INTEREST,Pet Grooming,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
14,20107,GENERAL_INTEREST,Life & Leisure,"['20107102', '20107103', '20107107']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
15,25999009016,GENERAL_INTEREST,Other Simulation,[],4,[],
16,14104104,GENERAL_INTEREST,Makeup Tools,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
17,18111,GENERAL_INTEREST,Toys,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
18,28101117,GENERAL_INTEREST,Yoga & Dance,[],3,[],
19,23103,GENERAL_INTEREST,Science & Technology,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
20,27100111,GENERAL_INTEREST,Japanese Cuisine,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
21,10105,GENERAL_INTEREST,Language Training,"['10105101', '10105104']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
22,19,GENERAL_INTEREST,Pets,"['19100', '19101', '19102', '19103', '19105', '19106']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
23,16101,GENERAL_INTEREST,Kitchen & Bathroom Appliances,"['16101100', '16101112', '16101113', '16101115', '16101118', '16101119', '16101123', '16101125', '16101129']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
24,16101112,GENERAL_INTEREST,Heated Lunch Boxes,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
25,25999005017,GENERAL_INTEREST,Tile-Matching,[],4,[],
26,25999002006,GENERAL_INTEREST,Music or Rhythm,[],4,[],
27,25999005018,GENERAL_INTEREST,Word,[],4,[],
28,13114,GENERAL_INTEREST,Third-Party Payments,[],2,[],
29,27100122,GENERAL_INTEREST,Middle Eastern Cuisine,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
30,25999014002,GENERAL_INTEREST,Other Kids,[],4,[],
31,25999002015,GENERAL_INTEREST,Slasher,[],4,[],
32,25999011003,GENERAL_INTEREST,Build and Battle,[],4,[],
33,25999008003,GENERAL_INTEREST,PvE Shooting,[],4,[],
34,25999011009,GENERAL_INTEREST,Tower Defense,[],4,[],
35,10105104,GENERAL_INTEREST,Spanish Language Training,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
36,15100,GENERAL_INTEREST,Cell Phones,['15100100'],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
37,11102101,GENERAL_INTEREST,Car Maintenance,[],3,[],
38,24100100,GENERAL_INTEREST,Real Estate Sales,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
39,16104108,GENERAL_INTEREST,Robotic Vacuums,[],3,[],
40,25999001009,GENERAL_INTEREST,Shooting,[],4,[],
41,25999008001,GENERAL_INTEREST,Battle Royale,[],4,[],
42,25100101101,GENERAL_INTEREST,Care Simulation Games,[],4,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
43,25996002,GENERAL_INTEREST,3D,[],3,[],
44,16104104,GENERAL_INTEREST,Electric Irons,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
45,11106,GENERAL_INTEREST,Motorcycles,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
46,26114,GENERAL_INTEREST,Beauty & Personal Care,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
47,25998012001,GENERAL_INTEREST,Farming,[],4,[],
48,15104,GENERAL_INTEREST,Gaming Devices,[],2,[],
49,25100103100,GENERAL_INTEREST,First-person Shooter Games,[],4,[],
50,25999001005,GENERAL_INTEREST,Music,[],4,[],
51,25998018013,GENERAL_INTEREST,Motocross,[],4,[],
52,17106,GENERAL_INTEREST,Travel Agencies & Services,['17106100'],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
53,14103101102,GENERAL_INTEREST,Face Lotions & Moisturizers,[],4,[],
54,22110101,GENERAL_INTEREST,Jackets,[],3,[],
55,25998018016,GENERAL_INTEREST,Golf,[],4,[],
56,25999005005,GENERAL_INTEREST,Hidden Object,[],4,[],
57,25999003006,GENERAL_INTEREST,Fishing,[],4,[],
58,25999002012,GENERAL_INTEREST,Runner,[],4,[],
59,25100104106,GENERAL_INTEREST,Other Ball Games,[],4,[],
60,27101104,GENERAL_INTEREST,Frozen Food,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
61,14104100102,GENERAL_INTEREST,Makeup Bases & Primers,[],4,[],
62,25999006002,GENERAL_INTEREST,Competitive Racing,[],4,[],
63,24110,GENERAL_INTEREST,Safety & Security,[],2,[],
64,23122,GENERAL_INTEREST,Beauty & Personal Care,[],2,[],
65,25999009015,GENERAL_INTEREST,Manager,[],4,[],
66,11109,GENERAL_INTEREST,Water Vehicles,[],2,[],
67,25999013001,GENERAL_INTEREST,Board Game,[],4,[],
68,25998018014,GENERAL_INTEREST,Wrestling,[],4,[],
69,22101,GENERAL_INTEREST,Clothing Accessories,"['22101100', '22101101', '22101102', '22101103', '22101104', '22101105', '22101106']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
70,20102,GENERAL_INTEREST,News & Reading,"['20102101', '20102102']",2,[],
71,22111100,GENERAL_INTEREST,Sandals,[],3,[],
72,10,GENERAL_INTEREST,Education,"['10100', '10101', '10102', '10103', '10104', '10105', '10106']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
73,25999002001,GENERAL_INTEREST,Artillery,[],4,[],
74,20106100,GENERAL_INTEREST,Payment,[],3,[],
75,25998018008,GENERAL_INTEREST,Boxing,[],4,[],
76,11101,GENERAL_INTEREST,Auto Accessories,"['11101100', '11101101', '11101102', '11101103']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
77,23,GENERAL_INTEREST,News & Entertainment,"['23102', '23103', '23104', '23105', '23106', '23107', '23108', '23109', '23110', '23111', '23112', '23113', '23114', '23116', '23117', '23118', '23119', '23122', '23123', '23124', '23126', '23129', '23131', '23133', '23999', '29101', '20107105']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
78,22110110,GENERAL_INTEREST,Suits,[],3,[],
79,16104100,GENERAL_INTEREST,Vacuums,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
80,23119102,GENERAL_INTEREST,Action,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
81,25998012002,GENERAL_INTEREST,Hunting,[],4,[],
82,25999011,GENERAL_INTEREST,Strategy,"['25999011001', '25999011002', '25999011003', '25999011004', '25999011005', '25999011006', '25999011007', '25999011008', '25999011009', '25999011010']",3,[],
83,25998018005,GENERAL_INTEREST,Pool or Billiards,[],4,[],
84,10106101,GENERAL_INTEREST,Calligraphy & Art,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
85,25999013008,GENERAL_INTEREST,Mahjong Solitaire,[],4,[],
86,11101102,GENERAL_INTEREST,Car Seat Organizers,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
87,22109102,GENERAL_INTEREST,Sandals & Slippers,[],3,[],
88,14103100100,GENERAL_INTEREST,Body Cleansing,[],4,[],
89,25998019002,GENERAL_INTEREST,Maritime,[],4,[],
90,10104105,GENERAL_INTEREST,Medical Licensing Training & Examinations,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
91,25999003007,GENERAL_INTEREST,Lottery or Scratchers,[],4,[],
92,23116999,GENERAL_INTEREST,Other Culture & Art,[],3,[],
93,14101102,GENERAL_INTEREST,Hair Growth Products,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
94,10106,GENERAL_INTEREST,Non-academic Training (Hobbies),"['10106100', '10106101', '10106103']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
95,25100106,GENERAL_INTEREST,Adventure Games,[],3,[],
96,14104105,GENERAL_INTEREST,Tattoos,[],3,[],
97,25999009011,GENERAL_INTEREST,Idle,[],4,[],
98,25999004007,GENERAL_INTEREST,M3-Saga,[],4,[],
99,23119104,GENERAL_INTEREST,Crime,[],3,[],
100,15,GENERAL_INTEREST,Tech & Electronics,"['15100', '15101', '15102', '15104', '15105', '15106', '15107']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
101,25998003002,GENERAL_INTEREST,Three Kingdoms,[],4,[],
102,21103,GENERAL_INTEREST,Hardware & Electrical,[],2,[],
103,16102102,GENERAL_INTEREST,TVs & Home Theaters,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
104,23119113,GENERAL_INTEREST,Animation,[],3,[],
105,27101107,GENERAL_INTEREST,"Rice, Wheat, Cooking Oil, Spices & Seasonings",[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
106,25999007003,GENERAL_INTEREST,Idle RPG,[],4,[],
107,14,GENERAL_INTEREST,Beauty & Personal Care,"['14100', '14101', '14102', '14103', '14104', '14106', '14107']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
108,25999002014,GENERAL_INTEREST,Shoot'em Up,[],4,[],
109,25999009003,GENERAL_INTEREST,Breeding,[],4,[],
110,24116,GENERAL_INTEREST,IT Services,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
111,16104117,GENERAL_INTEREST,Electric Heating Appliances,[],3,[],
112,13108,GENERAL_INTEREST,Credit Bureaus,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
113,25999012009,GENERAL_INTEREST,Quiz,[],4,[],
114,20101102,GENERAL_INTEREST,Audio players,[],3,[],
115,20106103,GENERAL_INTEREST,Investment,[],3,[],
116,10101,GENERAL_INTEREST,Primary & Secondary Education & K-12,['10101102'],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
117,24100,GENERAL_INTEREST,Real Estate & Home Rentals,"['24100100', '24100101']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
118,20109,GENERAL_INTEREST,Health & Fitness,"['20109100', '20109101', '20109102']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
119,27102102,GENERAL_INTEREST,Tea,[],3,[],
120,27101,GENERAL_INTEREST,Food & Fresh Produce,"['27101100', '27101102', '27101103', '27101104', '27101106', '27101107']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
121,25998018019,GENERAL_INTEREST,Car,[],4,[],
122,25999005007,GENERAL_INTEREST,Jigsaw,[],4,[],
123,25996001,GENERAL_INTEREST,2D,[],3,[],
124,23105,GENERAL_INTEREST,Charity & Public Welfare,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
125,25993002001,GENERAL_INTEREST,PC,[],4,[],
126,23119107,GENERAL_INTEREST,Thrillers,[],3,[],
127,25999001,GENERAL_INTEREST,Hyper-Casual,"['25999001001', '25999001002', '25999001003', '25999001004', '25999001005', '25999001006', '25999001007', '25999001008', '25999001009', '25999001010', '25999001011']",3,[],
128,25999013011,GENERAL_INTEREST,Solitaire,[],4,[],
129,14102104,GENERAL_INTEREST,Wigs & Accessories,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
130,25999013010,GENERAL_INTEREST,Other Tabletop,[],4,[],
131,14100100,GENERAL_INTEREST,Teeth Cleaning,[],3,[],
132,16100108,GENERAL_INTEREST,Electronic Scales,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
133,23126,GENERAL_INTEREST,Cars,[],2,[],
134,25999004010,GENERAL_INTEREST,Other-Meta,[],4,[],
135,26104,GENERAL_INTEREST,Gifts & Flowers,"['26104100', '26104101']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
136,20112,GENERAL_INTEREST,Tools,"['20112101', '20112102', '20112103', '20112105', '20112109', '20112110']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
137,25999015001,GENERAL_INTEREST,Other,[],4,[],
138,25999007011,GENERAL_INTEREST,Tactics,[],4,[],
139,20100103,GENERAL_INTEREST,Messaging,[],3,[],
140,14104103,GENERAL_INTEREST,Eye Makeup,[],3,[],
141,23109,GENERAL_INTEREST,Lifestyle News,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
142,25998003001,GENERAL_INTEREST,Chinese History,[],4,[],
143,25998018018,GENERAL_INTEREST,Other Sport,[],4,[],
144,25999002002,GENERAL_INTEREST,Asymmetric,[],4,[],
145,24111,GENERAL_INTEREST,Logistics,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
146,20109101,GENERAL_INTEREST,Medical Care,[],3,[],
147,25999003011,GENERAL_INTEREST,Pachinko,[],4,[],
148,22111104,GENERAL_INTEREST,Flats,[],3,[],
149,16100113,GENERAL_INTEREST,Electric Combs,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
150,12104,GENERAL_INTEREST,Baby Bedding,[],2,[],
151,22102107,GENERAL_INTEREST,Key Pouches,[],3,[],
152,20101,GENERAL_INTEREST,Audio & Video Players,"['20101101', '20101102']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
153,25998004,GENERAL_INTEREST,Casino or Gambling,[],3,[],
154,14102,GENERAL_INTEREST,Wig & Hair Styling,"['14102100', '14102102', '14102103', '14102104']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
155,25999009009,GENERAL_INTEREST,Farming,[],4,[],
156,28101111,GENERAL_INTEREST,Soccer,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
157,13112,GENERAL_INTEREST,Foreign Exchange Transactions,[],2,[],
158,15101,GENERAL_INTEREST,Computers,"['15101102', '15101103', '15101104']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
159,20112103,GENERAL_INTEREST,Keyboard Apps & Tools,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
160,25999004008,GENERAL_INTEREST,Merge-Saga,[],4,[],
161,17,GENERAL_INTEREST,Travel,"['17103', '17105', '17106']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
162,11108,GENERAL_INTEREST,Electric Scooters,[],2,[],
163,17103,GENERAL_INTEREST,Hotels & Accommodation,"['17103100', '17103101', '17103104']",2,[],
164,25999013003,GENERAL_INTEREST,Chess,[],4,[],
165,25998002,GENERAL_INTEREST,Asian Fantasy,['25998002001'],3,[],
166,25999008004,GENERAL_INTEREST,Sniper,[],4,[],
167,16102,GENERAL_INTEREST,Large Appliances,"['16102100', '16102101', '16102102']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
168,20108,GENERAL_INTEREST,Travel,"['20108100', '20108101']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
169,26104100,GENERAL_INTEREST,Gifts,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
170,25100100100,GENERAL_INTEREST,ARPGs,[],4,[],
171,12102,GENERAL_INTEREST,Baby Formula,[],2,[],
172,25999002016,GENERAL_INTEREST,Stealth,[],4,[],
173,24102,GENERAL_INTEREST,Recruitment & Job Searching,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
174,16100101,GENERAL_INTEREST,Curling Irons & Straighteners,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
175,25999009004,GENERAL_INTEREST,Building,[],4,[],
176,20109102,GENERAL_INTEREST,Healthy Lifestyle,[],3,[],
177,25998018007,GENERAL_INTEREST,Archery,[],4,[],
178,25998002001,GENERAL_INTEREST,Wuxia or Xian Xia,[],4,[],
179,25998003,GENERAL_INTEREST,Asian History,"['25998003001', '25998003002', '25998003003']",3,[],
180,23999,GENERAL_INTEREST,Other News,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
181,22110107,GENERAL_INTEREST,Jeans,[],3,[],
182,25999002008,GENERAL_INTEREST,Other Action,[],4,[],
183,10104112,GENERAL_INTEREST,Marketing Management Education,[],3,[],
184,16105102,GENERAL_INTEREST,Drones,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
185,28101,GENERAL_INTEREST,Sports Equipment,"['28101100', '28101106', '28101107', '28101111', '28101114', '28101115', '28101116', '28101117', '28101123', '28101124']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
186,10106102,GENERAL_INTEREST,Dance,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
187,25998,GENERAL_INTEREST,Theme,"['25998001', '25998002', '25998003', '25998004', '25998005', '25998006', '25998007', '25998008', '25998009', '25998010', '25998011', '25998012', '25998013', '25998014', '25998015', '25998016', '25998017', '25998018', '25998019', '25998020', '25998021']",2,[],
188,24100101,GENERAL_INTEREST,Home Rentals,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
189,25999007006,GENERAL_INTEREST,Open World RPG,[],4,[],
190,18110,GENERAL_INTEREST,Cleaning Supplies,[],2,[],
191,22102,GENERAL_INTEREST,Bags,"['22102100', '22102101', '22102102', '22102103', '22102105', '22102106', '22102107', '22102108']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
192,14104,GENERAL_INTEREST,Cosmetics,"['14104100', '14104101', '14104102', '14104103', '14104104', '14104105', '14104107', '14104108']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
193,20100,GENERAL_INTEREST,Social,"['20100100', '20100101', '20100103']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
194,25999013005,GENERAL_INTEREST,Dice,[],4,[],
195,25100108,GENERAL_INTEREST,Music Games,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
196,22110102,GENERAL_INTEREST,Dresses,[],3,[],
197,25999003010,GENERAL_INTEREST,Other Casino,[],4,[],
198,28101106,GENERAL_INTEREST,Golf,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
199,25999014,GENERAL_INTEREST,Kids,"['25999014001', '25999014002']",3,[],
200,25999008002,GENERAL_INTEREST,Cover Fire,[],4,[],
201,19101,GENERAL_INTEREST,Pet Healthcare,[],2,[],
202,25999011007,GENERAL_INTEREST,Other Strategy,[],4,[],
203,25999002003,GENERAL_INTEREST,Brawl,[],4,[],
204,18,GENERAL_INTEREST,Household Products,"['18100', '18102', '18104', '18105', '18106', '18107', '18108', '18109', '18110', '18111', '18112']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
205,25998011,GENERAL_INTEREST,Idol Raising,[],3,[],
206,25999007009,GENERAL_INTEREST,Roguelike ARPG,[],4,[],
207,25999002004,GENERAL_INTEREST,Fighting,[],4,[],
208,22110114,GENERAL_INTEREST,Pajamas,[],3,[],
209,14103100104,GENERAL_INTEREST,Body Care Sets,[],4,[],
210,22108107,GENERAL_INTEREST,Underwear,[],3,[],
211,24120,GENERAL_INTEREST,Individual Entrepreneurship,[],2,[],
212,25999011005,GENERAL_INTEREST,Lane,[],4,[],
213,11,GENERAL_INTEREST,Vehicles & Transportation,"['11100', '11101', '11102', '11103', '11104', '11105', '11106', '11107', '11108', '11109', '11111', '11112']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
214,25999014001,GENERAL_INTEREST,Educational,[],4,[],
215,25999001001,GENERAL_INTEREST,.io,[],4,[],
216,22110109,GENERAL_INTEREST,Skirts,[],3,[],
217,25999002,GENERAL_INTEREST,Action,"['25999002001', '25999002002', '25999002003', '25999002004', '25999002005', '25999002006', '25999002007', '25999002008', '25999002009', '25999002010', '25999002011', '25999002012', '25999002013', '25999002014', '25999002015', '25999002016', '25999002017']",3,[],
218,25996,GENERAL_INTEREST,Dimension,"['25996001', '25996002']",2,[],
219,14103101100,GENERAL_INTEREST,Sunscreens,[],4,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
220,22101103,GENERAL_INTEREST,Belts,[],3,[],
221,23119101,GENERAL_INTEREST,Comedy,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
222,28101116,GENERAL_INTEREST,Swimming,[],3,[],
223,25100107,GENERAL_INTEREST,Racing Games,[],3,[],
224,25999002009,GENERAL_INTEREST,Platformer,[],4,[],
225,20104,GENERAL_INTEREST,Education,"['20104100', '20104101', '20104102', '20104103']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
226,25999007010,GENERAL_INTEREST,Survival,[],4,[],
227,20100101,GENERAL_INTEREST,Marriage,[],3,[],
228,25999003003,GENERAL_INTEREST,Claw Machine,[],4,[],
229,22102100,GENERAL_INTEREST,Handbags,[],3,[],
230,24113,GENERAL_INTEREST,Professional Consultation,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
231,17103101,GENERAL_INTEREST,Economy Hotels,[],3,[],
232,22107,GENERAL_INTEREST,High-end Jewelry,[],2,[],
233,25999005014,GENERAL_INTEREST,Escape Room,[],4,[],
234,25998020,GENERAL_INTEREST,Western Fantasy,['25998020001'],3,[],
235,25999012007,GENERAL_INTEREST,Other Party,[],4,[],
236,11100,GENERAL_INTEREST,Automobiles,"['11100100', '11100101']",2,[],
237,16100100,GENERAL_INTEREST,Hair Dryers,[],3,[],
238,20112102,GENERAL_INTEREST,VPNs,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
239,18107,GENERAL_INTEREST,Tissues & Wet Wipes,[],2,[],
240,25999002010,GENERAL_INTEREST,Battle Royale,[],4,[],
241,23133,GENERAL_INTEREST,Tourism,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
242,22102105,GENERAL_INTEREST,Travel Bags,[],3,[],
243,27,GENERAL_INTEREST,Food & Beverage,"['27100', '27101', '27102', '27104']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
244,25999013,GENERAL_INTEREST,Tabletop,"['25999013001', '25999013002', '25999013003', '25999013004', '25999013005', '25999013006', '25999013007', '25999013008', '25999013009', '25999013010', '25999013011']",3,[],
245,16101129,GENERAL_INTEREST,Food Processors,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
246,25999008005,GENERAL_INTEREST,Team Deathmatch,[],4,[],
247,23119,GENERAL_INTEREST,Movie,"['23119100', '23119101', '23119102', '23119103', '23119104', '23119107', '23119109', '23119110', '23119111', '23119113', '23119114', '23119115']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
248,14103101,GENERAL_INTEREST,Facial Care,"['14103101100', '14103101101', '14103101102', '14103101103', '14103101104', '14103101105', '14103101106', '14103101107']",3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
249,25998012003,GENERAL_INTEREST,Romance,[],4,[],
250,16101118,GENERAL_INTEREST,Multi-purpose Pots,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
251,25999004003,GENERAL_INTEREST,Bubble Shooter,[],4,[],
252,25999009,GENERAL_INTEREST,Simulation,"['25999009001', '25999009002', '25999009003', '25999009004', '25999009005', '25999009006', '25999009007', '25999009008', '25999009009', '25999009010', '25999009011', '25999009012', '25999009013', '25999009014', '25999009015', '25999009016', '25999009017', '25999009018']",3,[],
253,23117999,GENERAL_INTEREST,Other Variety Shows,[],3,[],
254,10102100,GENERAL_INTEREST,Adult Education,[],3,[],
255,26105101,GENERAL_INTEREST,House Cleaning Services,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
256,25999005008,GENERAL_INTEREST,Klotski,[],4,[],
257,25993,GENERAL_INTEREST,Platform,"['25993001', '25993002']",2,[],
258,13101,GENERAL_INTEREST,Securities,[],2,[],
259,25998020001,GENERAL_INTEREST,Dystopian or Post-Apocalyptic,[],4,[],
260,22108102,GENERAL_INTEREST,Polo Shirts,[],3,[],
261,25999012008,GENERAL_INTEREST,Party Royale,[],4,[],
262,16104118,GENERAL_INTEREST,Household Appliance Accessories,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
263,25999009007,GENERAL_INTEREST,Dress Up & Lifestyle,[],4,[],
264,23108,GENERAL_INTEREST,Celebrity,[],2,[],
265,20108100,GENERAL_INTEREST,Maps & Navigation,[],3,[],
266,25100100,GENERAL_INTEREST,Roleplaying Games,['25100100100'],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
267,14100,GENERAL_INTEREST,Oral Care,"['14100100', '14100101', '14100102', '14100103']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
268,25999002011,GENERAL_INTEREST,Run & Gun,[],4,[],
269,26106101,GENERAL_INTEREST,Supermarkets,[],3,[],
270,25100102102,GENERAL_INTEREST,MOBAs,[],4,[],
271,23112,GENERAL_INTEREST,TV Drama / TV Series,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
272,25999004009,GENERAL_INTEREST,Other Match,[],4,[],
273,22111102,GENERAL_INTEREST,High Heels,[],3,[],
274,10106100,GENERAL_INTEREST,Music & Instruments,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
275,25998017,GENERAL_INTEREST,Space,[],3,[],
276,23119115,GENERAL_INTEREST,Dance,[],3,[],
277,25999001007,GENERAL_INTEREST,Puzzle,[],4,[],
278,16104112,GENERAL_INTEREST,Garment Steamers & Irons,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
279,28101100,GENERAL_INTEREST,Fitness Training Supplies,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
280,22109104,GENERAL_INTEREST,Loafers & Moccasins,[],3,[],
281,24106,GENERAL_INTEREST,Machinery & Equipment,[],2,[],
282,25999011002,GENERAL_INTEREST,Auto Chess,[],4,[],
283,25998006,GENERAL_INTEREST,Detective,[],3,[],
284,20107107,GENERAL_INTEREST,Ride Sharing,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
285,12103,GENERAL_INTEREST,Diapers & Baby Wipes,[],2,[],
286,22110,GENERAL_INTEREST,Women's Clothing,"['22110100', '22110101', '22110102', '22110103', '22110104', '22110105', '22110106', '22110107', '22110108', '22110109', '22110110', '22110111', '22110112', '22110113', '22110114', '22110115']",2,[],
287,23110,GENERAL_INTEREST,Live Events,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
288,14104100100,GENERAL_INTEREST,Foundation,[],4,[],
289,25999003001,GENERAL_INTEREST,Bingo,[],4,[],
290,20102102,GENERAL_INTEREST,E-books,[],3,[],
291,20112109,GENERAL_INTEREST,Social App Analytics,[],3,[],
